person_id,year,age,state,income,state_name
1,2020,25,1,28519.701171875,employed
1,2021,26,2,0.0,retired
1,2022,27,2,0.0,retired
1,2023,28,2,0.0,retired
1,2024,29,2,0.0,retired
1,2025,30,2,0.0,retired
1,2026,31,2,0.0,retired
1,2027,32,2,0.0,retired
1,2028,33,2,0.0,retired
1,2029,34,2,0.0,retired
1,2030,35,2,0.0,retired
1,2031,36,2,0.0,retired
1,2032,37,2,0.0,retired
1,2033,38,2,0.0,retired
1,2034,39,2,0.0,retired
1,2035,40,2,0.0,retired
1,2036,41,2,0.0,retired
1,2037,42,2,0.0,retired
1,2038,43,1,71440.0390625,employed
1,2039,44,1,70573.875,employed
1,2040,45,1,62725.484375,employed
1,2041,46,1,139122.625,employed
1,2042,47,1,117749.671875,employed
1,2043,48,0,0.0,inactive
1,2044,49,0,0.0,inactive
1,2045,50,0,0.0,inactive
1,2046,51,2,0.0,retired
1,2047,52,2,0.0,retired
1,2048,53,2,0.0,retired
1,2049,54,2,0.0,retired
1,2050,55,2,0.0,retired
1,2051,56,2,0.0,retired
1,2052,57,2,0.0,retired
1,2053,58,2,0.0,retired
1,2054,59,2,0.0,retired
1,2055,60,2,0.0,retired
1,2056,61,2,0.0,retired
1,2057,62,2,0.0,retired
1,2058,63,2,0.0,retired
1,2059,64,2,0.0,retired
1,2060,65,2,0.0,retired
1,2061,66,2,0.0,retired
1,2062,67,2,0.0,retired
1,2063,68,2,0.0,retired
1,2064,69,2,0.0,retired
1,2065,70,2,0.0,retired
1,2066,71,2,0.0,retired
1,2067,72,2,0.0,retired
1,2068,73,2,0.0,retired
1,2069,74,0,0.0,inactive
1,2070,75,0,0.0,inactive
1,2071,76,1,65538.875,employed
1,2072,77,1,138872.359375,employed
1,2073,78,3,0.0,deceased
2,2020,25,0,0.0,inactive
2,2021,26,0,0.0,inactive
2,2022,27,0,0.0,inactive
2,2023,28,0,0.0,inactive
2,2024,29,0,0.0,inactive
2,2025,30,1,15677.0947265625,employed
2,2026,31,0,0.0,inactive
2,2027,32,0,0.0,inactive
2,2028,33,1,64258.37109375,employed
2,2029,34,1,29271.10546875,employed
2,2030,35,1,67920.2890625,employed
2,2031,36,1,81854.796875,employed
2,2032,37,1,58608.7109375,employed
2,2033,38,1,44797.15625,employed
2,2034,39,1,62578.26171875,employed
2,2035,40,1,74627.9375,employed
2,2036,41,1,73933.78125,employed
2,2037,42,1,52081.45703125,employed
2,2038,43,2,0.0,retired
2,2039,44,2,0.0,retired
2,2040,45,2,0.0,retired
2,2041,46,2,0.0,retired
2,2042,47,2,0.0,retired
2,2043,48,2,0.0,retired
2,2044,49,2,0.0,retired
2,2045,50,2,0.0,retired
2,2046,51,2,0.0,retired
2,2047,52,2,0.0,retired
2,2048,53,2,0.0,retired
2,2049,54,0,0.0,inactive
2,2050,55,0,0.0,inactive
2,2051,56,1,153534.25,employed
2,2052,57,1,130854.125,employed
2,2053,58,1,111810.3515625,employed
2,2054,59,1,168006.5625,employed
2,2055,60,0,0.0,inactive
2,2056,61,0,0.0,inactive
2,2057,62,0,0.0,inactive
2,2058,63,1,139003.0,employed
2,2059,64,0,0.0,inactive
2,2060,65,0,0.0,inactive
2,2061,66,1,172932.65625,employed
2,2062,67,1,487306.78125,employed
2,2063,68,0,0.0,inactive
2,2064,69,0,0.0,inactive
2,2065,70,0,0.0,inactive
2,2066,71,1,229447.5,employed
2,2067,72,1,94776.0859375,employed
2,2068,73,1,164258.59375,employed
2,2069,74,1,83467.7265625,employed
2,2070,75,3,0.0,deceased
3,2020,25,1,44471.01171875,employed
3,2021,26,1,17800.240234375,employed
3,2022,27,1,23595.525390625,employed
3,2023,28,1,46405.8203125,employed
3,2024,29,1,51209.35546875,employed
3,2025,30,1,29135.279296875,employed
3,2026,31,0,0.0,inactive
3,2027,32,0,0.0,inactive
3,2028,33,0,0.0,inactive
3,2029,34,0,0.0,inactive
3,2030,35,0,0.0,inactive
3,2031,36,0,0.0,inactive
3,2032,37,1,78152.0625,employed
3,2033,38,1,100374.4140625,employed
3,2034,39,3,0.0,deceased
4,2020,25,1,28858.5234375,employed
4,2021,26,1,83388.953125,employed
4,2022,27,1,83600.203125,employed
4,2023,28,2,0.0,retired
4,2024,29,2,0.0,retired
4,2025,30,2,0.0,retired
4,2026,31,2,0.0,retired
4,2027,32,2,0.0,retired
4,2028,33,2,0.0,retired
4,2029,34,2,0.0,retired
4,2030,35,2,0.0,retired
4,2031,36,2,0.0,retired
4,2032,37,2,0.0,retired
4,2033,38,2,0.0,retired
4,2034,39,2,0.0,retired
4,2035,40,2,0.0,retired
4,2036,41,2,0.0,retired
4,2037,42,2,0.0,retired
4,2038,43,2,0.0,retired
4,2039,44,2,0.0,retired
4,2040,45,2,0.0,retired
4,2041,46,1,125459.40625,employed
4,2042,47,1,241812.5,employed
4,2043,48,1,168936.8125,employed
4,2044,49,1,116169.046875,employed
4,2045,50,1,165039.453125,employed
4,2046,51,1,62829.1171875,employed
4,2047,52,1,101306.1875,employed
4,2048,53,1,88562.703125,employed
4,2049,54,1,250806.484375,employed
4,2050,55,0,0.0,inactive
4,2051,56,0,0.0,inactive
4,2052,57,0,0.0,inactive
4,2053,58,0,0.0,inactive
4,2054,59,1,211842.3125,employed
4,2055,60,1,157989.59375,employed
4,2056,61,1,99749.75,employed
4,2057,62,1,160578.15625,employed
4,2058,63,1,179773.5,employed
4,2059,64,1,102673.21875,employed
4,2060,65,1,134351.8125,employed
4,2061,66,1,106529.4375,employed
4,2062,67,1,369633.3125,employed
4,2063,68,1,105214.7578125,employed
4,2064,69,1,142313.203125,employed
4,2065,70,1,114585.8203125,employed
4,2066,71,1,113826.6796875,employed
4,2067,72,1,195753.46875,employed
4,2068,73,1,120286.171875,employed
4,2069,74,1,146915.3125,employed
4,2070,75,1,84762.9921875,employed
4,2071,76,1,288131.09375,employed
4,2072,77,1,129356.765625,employed
4,2073,78,1,129569.4921875,employed
4,2074,79,1,110959.8125,employed
4,2075,80,3,0.0,deceased
5,2020,25,1,37922.09375,employed
5,2021,26,1,85039.8203125,employed
5,2022,27,1,38482.3046875,employed
5,2023,28,1,66081.3828125,employed
5,2024,29,1,62851.47265625,employed
5,2025,30,1,43285.4765625,employed
5,2026,31,1,45169.26171875,employed
5,2027,32,1,31739.322265625,employed
5,2028,33,1,50262.09375,employed
5,2029,34,2,0.0,retired
5,2030,35,2,0.0,retired
5,2031,36,2,0.0,retired
5,2032,37,2,0.0,retired
5,2033,38,2,0.0,retired
5,2034,39,2,0.0,retired
5,2035,40,2,0.0,retired
5,2036,41,2,0.0,retired
5,2037,42,2,0.0,retired
5,2038,43,2,0.0,retired
5,2039,44,2,0.0,retired
5,2040,45,2,0.0,retired
5,2041,46,2,0.0,retired
5,2042,47,1,70033.546875,employed
5,2043,48,1,150543.671875,employed
5,2044,49,1,136089.734375,employed
5,2045,50,1,41985.1796875,employed
5,2046,51,1,57183.92578125,employed
5,2047,52,1,174266.703125,employed
5,2048,53,1,111709.3125,employed
5,2049,54,1,114449.625,employed
5,2050,55,1,172292.953125,employed
5,2051,56,1,134429.34375,employed
5,2052,57,1,110939.6015625,employed
5,2053,58,1,169183.015625,employed
5,2054,59,1,87047.515625,employed
5,2055,60,1,73233.0234375,employed
5,2056,61,1,100578.4140625,employed
5,2057,62,1,171777.78125,employed
5,2058,63,1,127592.9453125,employed
5,2059,64,1,96179.9453125,employed
5,2060,65,1,85253.8671875,employed
5,2061,66,1,96591.015625,employed
5,2062,67,1,131449.234375,employed
5,2063,68,1,95186.78125,employed
5,2064,69,1,213880.015625,employed
5,2065,70,1,93524.984375,employed
5,2066,71,1,131308.53125,employed
5,2067,72,1,121933.75,employed
5,2068,73,1,175953.546875,employed
5,2069,74,1,128399.8046875,employed
5,2070,75,2,0.0,retired
5,2071,76,2,0.0,retired
5,2072,77,2,0.0,retired
5,2073,78,2,0.0,retired
5,2074,79,2,0.0,retired
5,2075,80,2,0.0,retired
5,2076,81,2,0.0,retired
5,2077,82,2,0.0,retired
5,2078,83,2,0.0,retired
5,2079,84,2,0.0,retired
5,2080,85,2,0.0,retired
5,2081,86,3,0.0,deceased
6,2020,25,1,91240.0625,employed
6,2021,26,0,0.0,inactive
6,2022,27,0,0.0,inactive
6,2023,28,1,42313.140625,employed
6,2024,29,1,64044.546875,employed
6,2025,30,1,94625.078125,employed
6,2026,31,1,23705.390625,employed
6,2027,32,1,18768.7890625,employed
6,2028,33,1,70005.8359375,employed
6,2029,34,1,62267.2734375,employed
6,2030,35,1,35973.08203125,employed
6,2031,36,1,114607.890625,employed
6,2032,37,1,34144.0,employed
6,2033,38,1,31203.59375,employed
6,2034,39,1,226968.21875,employed
6,2035,40,1,64050.59375,employed
6,2036,41,1,40335.49609375,employed
6,2037,42,1,55346.7578125,employed
6,2038,43,1,28524.869140625,employed
6,2039,44,1,138406.296875,employed
6,2040,45,1,58225.64453125,employed
6,2041,46,1,170128.390625,employed
6,2042,47,0,0.0,inactive
6,2043,48,1,104354.265625,employed
6,2044,49,1,106647.453125,employed
6,2045,50,1,124430.7265625,employed
6,2046,51,1,31318.58203125,employed
6,2047,52,1,88172.4375,employed
6,2048,53,1,69240.609375,employed
6,2049,54,1,79427.0859375,employed
6,2050,55,1,131876.90625,employed
6,2051,56,1,92985.6875,employed
6,2052,57,1,54130.171875,employed
6,2053,58,1,103459.75,employed
6,2054,59,1,227018.015625,employed
6,2055,60,1,129113.46875,employed
6,2056,61,1,159140.828125,employed
6,2057,62,1,149379.25,employed
6,2058,63,1,66263.4453125,employed
6,2059,64,1,88842.375,employed
6,2060,65,1,62243.05078125,employed
6,2061,66,1,233209.96875,employed
6,2062,67,1,53478.11328125,employed
6,2063,68,1,120265.53125,employed
6,2064,69,1,72103.1484375,employed
6,2065,70,1,187993.21875,employed
6,2066,71,1,148122.25,employed
6,2067,72,1,216379.5,employed
6,2068,73,1,167320.921875,employed
6,2069,74,1,55250.515625,employed
6,2070,75,1,251470.15625,employed
6,2071,76,3,0.0,deceased
7,2020,25,0,0.0,inactive
7,2021,26,0,0.0,inactive
7,2022,27,0,0.0,inactive
7,2023,28,0,0.0,inactive
7,2024,29,0,0.0,inactive
7,2025,30,1,53724.14453125,employed
7,2026,31,1,33661.671875,employed
7,2027,32,1,53340.84375,employed
7,2028,33,1,48213.4296875,employed
7,2029,34,1,36820.29296875,employed
